Entity Registration Date,Entity Profile UEN,Entity Name,Primary Section Description
2020-12-02,202039108M,YHT VENTURE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202039122M,SICHERHEIT VENTURES (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202039128W,SSL INSURANCE AGENCY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202039128W,SSL INSURANCE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202039136H,SSL & CO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202039146C,ACHIEVE 246 ENTERPRISE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202039148D,ASIA HUA XING GROUP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202039148D,ASIA HUA XING HOLDING GROUP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202039149N,LEMONAIDE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-02,202039151Z,JCHEN & ASSOCIATES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039167W,RWI INTERNATIONAL INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039168H,ABAX ASSET MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039172R,PROVIDENT HUB PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039184K,DENALI CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039188N,POCKETS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039193M,RENGA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039196E,ENTREPIDVENTURES INC PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039204D,LV PROJECT 7 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039205N,VIASAT CAMBODIA HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039208G,TAMA HOLD CO SG PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039209W,TWIN PEAKS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039213E,ZOO CAPITAL FUND I PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039215G,SKY VISION MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039216W,OXTAGON PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039225Z,SINON ENERGY INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039232Z,ASIA-PACIFIC HOLDING CO. PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039237N,THE PLACE SINGAPORE INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039244N,FOSUN HIVE CAPITAL MANAGEMENT (SINGAPORE) PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039247G,SINOIF ASSET MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039269N,SINGAPORE HUI YING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039275D,NKS RESEARCH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039276N,PELICAN HILL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039284E,MAO FA IMPORT & EXPORT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039286G,CRYSTAL COVE PARK PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039289Z,VIVA CAPITAL INVESTMENTS GROUP HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039291E,VIVA VENTURES HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039292R,VIVA VENTURES GROUP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039295H,ELDEE INSURTECH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039298C,TAN PHI FUNDS MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039299M,KINGDOM INVESTMENTS & TRADING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-03,202039312H,CRESCENTS PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039331D,TANNA DREAM COVE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039335G,QLUE GLOBAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039342G,FKS STRATEGIC INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039343W,SINGAPORE BEETLE BIOTECH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039349D,GRANSTATE FAMILY OFFICE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039351H,J2 AGENCIES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039369H,DANPAC HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039377Z,STANLEY STREET CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039378K,GRANSTATE FUND PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039382W,LUCKYREDWIN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039390H,SAND SG MASTER HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039401Z,SUPERKIDS SG PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039403C,A4 SG DELTA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039404M,STRAITS ASCEND CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039409G,ALTOR PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039410C,QUANTUM METAL EXCHANGE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039411M,SIMPLE TRANSACT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039413N,OMT ALLIANCE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039418H,GUT WELLNESS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039421E,CHINA GLORIOUS FOREVER PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039424W,TIMEMAC CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039427K,LISTO MIDCO PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039428C,YA SHENG INVESTMENT TRADING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039432H,GIPA CAPRICORN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039433Z,A GADGET PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039436M,TEN STREAMS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039437D,CAPITAL M PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039443M,L&W FO PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039446E,MME PROJECTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039447R,WOOD ZI INTERNATIONAL INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039449W,CHOPE SPECIAL OPPORTUNITIES HOLDINGS PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039450M,REIZ TECH SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039451D,KKNG INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039452N,WELL TREE LONG INTERNATIONAL INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039453E,TULSAM ASSET MANAGEMENT PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039457H,FLEXM GLOBAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-04,202039472Z,HENGXIN FUND PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-05,202039483D,WIND AND CLOUD PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-06,202039536G,LADYBUGS INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039552H,JOYRE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039554K,JOYRE GROUP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039567R,MITIK NORDIQUES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039574R,GRANDHILL INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039576W,GCMEDICA INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039579K,MA LM FAMILY OFFICE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039585Z,PLENITUDE OSAKA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039590W,MA LM ASSETS MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039591H,CHRIS & BT COMPANY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039612M,PROFILE INVESTMENT SEA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039613D,KDV INVESTOR 12 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039615E,TICKMILL SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039617G,MIST NINE SOLUTIONS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039620D,FINTURE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039622E,SF INTERNATIONAL DEVELOPMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039626H,VIDYA CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039627Z,ATALIAN ASIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039636C,JECO INVEST PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039638D,TELENOR ASIA TOWERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039641Z,JL INVESTMENT GROUP III PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039645D,MYGLOBALSTREET DIGITAL INNOVATIONS (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039659Z,INVESTUNITY HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039660N,WY INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039664W,EVERCLOUD HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039669M,EVERYONDR DATA CENTER PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039670G,GOLD BRICK PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039674K,TOTOKAELO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039687R,KIT HONG MTECH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-07,202039689W,BALMORAL VENTURE 1 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039703E,AVANTOR HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039708Z,SAROYAN ASSET MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039712G,SC BANK SOLUTIONS (SINGAPORE) LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039717C,PINGCAP INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039721H,TEABRARY INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039728E,STAR ON PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039733D,BRIGHTCHAMPS GLOBAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039735E,YR INDIA 3 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039742E,YR INDIA 2 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039743R,MHOUSE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039744G,DOC INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039746H,ID EBI PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039747Z,THRIIVE INVESTMENT01 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039772D,DIGINVEST PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039778H,FALMER VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039780N,CDL ORION INVESTMENT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039786Z,114-120 ARAB CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039801W,ONESG HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039802H,GOLD SEQUOIA CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039809E,ALDO BRASALI PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039816E,FUTUREX HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039822N,RHOMBUS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039825G,A4 NEW HORIZONS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039829K,FUTUREX TRUST PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039836K,SENSORWIN INTERNATIONAL PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039838M,SENSETHEFUTURE PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039839D,CORAL LOGISTICS ASSETS 2 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039840W,STELLA CAPITAL ASIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039853D,ALLEVA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-08,202039862E,HAVIAN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039872W,CZS CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039879N,AZENTIO SOFTWARE PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039883C,TER HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039884M,JANUARY CAPITAL FUND II PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039885D,GRANDLAND SHIPPING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039888R,REGAL MARITIME INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039914W,REDBROOK INVESTMENT ADVISORY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039916Z,DELTA CAPITAL MYANMAR PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039918C,HPS INVESTMENT PARTNERS (SG) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039920G,MILLION EVOLUTION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039934D,LFI HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039939W,MILLION WISDOM PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039943E,COLES CAPTIVE INSURANCE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039944R,ANBENT VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039946W,MILLION PROSPERITY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039947H,PAIDEIA TRUSTEE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039951R,PAIDEIA PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039952G,WEST 4 VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039957C,YINSON GREEN TECHNOLOGIES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039961H,YINSON VENTURE CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039963K,MILLION SPLENDOUR PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039968E,BTX CAPITAL INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039976R,GAIAX INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039984G,MILLION ETERNITY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039994Z,PAIDEIA CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202039997M,LORAX INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040002D,INTERPLEX MEDICAL HOLDINGS (S) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040007W,M-J TRUST PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040010N,CBK HOLDINGS II PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040011E,UNIVERSAL COLD LOGISTICS PROPERTY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040013G,LEAPFROG III FS AFRICA NO. 1 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040016Z,DESCARTES INSURANCE ASIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040017K,INTERPLEX MEDICAL MEXICO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040020G,METHOD AND MADNESS TECHNOLOGY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040021W,NACTEON CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040025C,MILLION EXCELLENCE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040033M,CEMINDO INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040034D,MILLION FORTUNE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040036E,KEPPEL REIT (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040037R,C-SHARK TANK S3 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040040M,GUARDIAN SCALEUP FUND A GP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040043E,WUSA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040045G,GUARDIAN SCALEUP FUND B GP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040048Z,SINGHOT CAPITAL LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040050E,KRE AUSTRALIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040058M,KRE ANCHORAGE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040069R,TODOR LABS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040078W,DIGISURE HOLDINGS PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-09,202040084G,GOLD INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040118R,NORAVAN HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040125R,KINGWOOD COMMERCIAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040128H,AG&P PHILIPPINE TERMINAL HOLDCO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040141W,ANDMORE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040144K,BOCADY TECHNOLOGY (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040147D,ALEXQ HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040156E,DELTA CAPITAL MYANMAR GP III PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040159W,ALEXQ INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040166W,FAIRPRICE GROUP HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040168Z,REBUS CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040169K,APPOTECH SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040176K,TL INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040178M,CGQ HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040179D,MTM CREDIT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040180W,ALEXQ MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040185M,ISARNO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040194N,HAI JUN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040196R,ASPIRE ASSEMBLY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040203D,MERCURY FAR EAST PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040206R,QWP HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040208W,H&D GLOBAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040209H,ASPIRE FINANCIAL SERVICES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040211N,ICOVER PLUS INTERNATIONAL CORPORATION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040212E,GOLDEN WHEAT INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040220R,CSPC INTELLIGENT INDUSTRY CONTROL TECHNOLOGY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040221G,MF INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040225K,MAPLE 209 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040230H,MAPLE 701 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040234M,RENAISSANCE ALLIANCE (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040240C,PAYCAM FOUNDATION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040241M,ASPIRE MOBILITY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040243N,ASPIRE HOSPITALITY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040251E,PAYD PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040252R,SIN SEET TRADING AGENCY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-10,202040259M,BP-REAL ESTATE INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-15,202040268N,KDV INVESTOR 13 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-15,202040283E,G10 JAPAN 2 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-15,202040288Z,G10 JAPAN 3 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-15,202040289K,TU BAO INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-15,202040290E,PRINCIPAL EDUCATION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-15,202040292G,LC ABSOLUTE RETURNS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-15,202040294H,PBSA 78 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-15,202040296K,LEMBONGAN INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-15,202040297C,KIBBLE INVESTMENTS PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-15,202040299D,ORIENT TECH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-15,202040300E,TS GUARDIANS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-15,202040303W,DYNE CAPITAL MINERALS PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-15,202040305Z,ULTIMA RATIO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-15,202040308M,BELLEROPHON INVESTMENT VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-15,202040315M,TOPRENE CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-12-15,202040316D,HM MANAGEMENT SERVICES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
